report_date,event_datetime_z,event_date,event_time_z,city,state,airport_code,facility,aircraft_primary,aircraft_primary_model,n_numbers,phase,event_type,pob,injuries,damage,form_8020_9,group_id,group_size,context_parens,sources_json,media_json,aircraft_image_url,aircraft_image_type,raw_narrative,callsign_primary,aircraft_type_designator,sources_found,media_found,sources_checked_on,media_checked_on,ntsb_case_id,ntsb_pdf_url,aircraft_image_actual_url,aircraft_image_generic_url,aircraft_image_verified
9/2/2025,2025-08-29T22:00:00Z,8/29/2025,2200Z,TALKEETNA,AK,TKA,ENA FSS,N74435,R44,N74435,,,3,,Substantial,Yes,10.0,1.0,ENA FSS | TKA,[],[],https://www.google.com/search?tbm=isch&q=N74435+aircraft,actual_search,"TALKEETNA, AK, (ENA FSS), (TKA), N74435, R44. N74435 reported an anomaly and rolled over; the phase of flight was unknown. FAA Form 8020-9 was received. POB: 3, Injuries: None, Damage: Substantial. 8/29/2025 2200Z.",,R44,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N74435+aircraft,https://www.google.com/search?tbm=isch&q=Robinson+R44,No
9/2/2025,2025-08-30T00:16:00Z,8/30/2025,0016Z,LAS VEGAS,NV,LAS,WSC ROC,N901NK,A20N,N901NK,Ground/Taxi,,Unknown,,Unknown,No,11.0,1.0,WSC ROC | LAS | NKS2066,[],[],https://www.google.com/search?tbm=isch&q=N901NK+aircraft,actual_search,"LAS VEGAS, NV, (WSC ROC), (LAS), (NKS2066), N901NK, A20N. NKS2066 (BNA-LAS) IFR landed on RWY26L and taxied to the gate. A routine night inspection revealed the aircraft experienced a tail strike while landing, with evidence of paint on the runway and damage on the tail section of the aircraft. No FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 8/30/2025 0016Z.",(NKS2066),A20N,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N901NK+aircraft,https://www.google.com/search?tbm=isch&q=A20N+aircraft,No
9/2/2025,2025-08-31T16:39:00Z,8/31/2025,1639Z,CARMEL VALLEY,CA,,WSC ROC,N15WJ,AMERICAN CHAMPION-8KCAB,N15WJ,Landing/Approach,,2,2- Minor,Unknown,No,12.0,1.0,WSC ROC,[],[],https://www.google.com/search?tbm=isch&q=N15WJ+aircraft,actual_search,"CARMEL VALLEY, CA, (WSC ROC), N15WJ, AMERICAN CHAMPION-8KCAB. N15WJ reported a fuel leak and made an emergency landing near 27000 Laurel Springs Road. Both occupants were rescued by helicopter to be evaluated by ground units. No FAA Form 8020-9 was received. POB: 2, Injuries: 2- Minor, Damage: Unknown. 8/31/2025 1639Z.",AMERICAN CHAMPION-8KCAB,AMERICAN CHAMPION-8KCAB,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N15WJ+aircraft,https://www.google.com/search?tbm=isch&q=AMERICAN+CHAMPION-8KCAB+aircraft,No
9/2/2025,2025-08-31T18:20:00Z,8/31/2025,1820Z,FT MORGAN,CO,ZDV,ZDV,N330AN,EXTRA 300,N330AN; N61657,Landing/Approach,Mid-air collision,2,"1-Fatal, 1- Serious",Destroyed,Yes,13.0,2.0,ZDV | FMM,"[{""title"": ""Denver7: Mid-air collision at Fort Morgan Municipal Airport"", ""url"": ""https://www.denver7.com/news/local-news/2-small-planes-involved-in-mid-air-collision-at-fort-morgan-municipal-airport"", ""publisher"": ""Denver7"", ""date"": ""2025-08-31""}, {""title"": ""Aviation Safety Network entry for N330AN/N61657 Fort Morgan midair"", ""url"": ""https://aviation-safety.net/wikibase/541711"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}, {""title"": ""Flying: Midair collision claims one life at Colorado airport"", ""url"": ""https://www.flyingmag.com/midair-collision-claims-one-life-at-colorado-airport/"", ""publisher"": ""Flying"", ""date"": ""2025-09-03""}]","[{""title"": ""NTSB Preliminary Report (WPR25FA268) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200906/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-08-31""}]",https://www.google.com/search?tbm=isch&q=N330AN+aircraft,actual_search,"FT MORGAN, CO, (ZDV), (FMM), N330AN, EXTRA 300. N330AN was involved in a mid-air collision with N61657 (C172) during LANDING at FMM. Both aircraft were subject to a post-crash fire. FAA Form 8020-9 was received. POB: 2, Injuries: 1-Fatal, 1- Serious, Damage: Destroyed. 8/31/2025 1820Z.",EXTRA 300,EXTRA 300,3.0,1.0,2/25/2026,2/25/2026,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200906/pdf,https://www.google.com/search?tbm=isch&q=N330AN+aircraft,https://www.google.com/search?tbm=isch&q=EXTRA+300+aircraft,No
9/2/2025,2025-08-31T18:20:00Z,8/31/2025,1820Z,FT MORGAN,CO,ZDV,ZDV,N61657,C172,N61657; N330AN,Landing/Approach,Mid-air collision,2,2- Minor,Destroyed,Yes,13.0,2.0,ZDV | FMM,"[{""title"": ""Denver7: Mid-air collision at Fort Morgan Municipal Airport"", ""url"": ""https://www.denver7.com/news/local-news/2-small-planes-involved-in-mid-air-collision-at-fort-morgan-municipal-airport"", ""publisher"": ""Denver7"", ""date"": ""2025-08-31""}, {""title"": ""Aviation Safety Network entry for N330AN/N61657 Fort Morgan midair"", ""url"": ""https://aviation-safety.net/wikibase/541711"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}, {""title"": ""Flying: Midair collision claims one life at Colorado airport"", ""url"": ""https://www.flyingmag.com/midair-collision-claims-one-life-at-colorado-airport/"", ""publisher"": ""Flying"", ""date"": ""2025-09-03""}]","[{""title"": ""NTSB Preliminary Report (WPR25FA268) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200906/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-08-31""}]",https://www.google.com/search?tbm=isch&q=N61657+aircraft,actual_search,"FT MORGAN, CO, (ZDV), (FMM), N61657, C172. N330AN (EXTRA 300) was involved in a mid-air collision with N61657 during LANDING at FMM. Both aircraft were subject to a post-crash fire. FAA Form 8020-9 was received. POB: 2, Injuries: 2- Minor, Damage: Destroyed. 8/31/2025 1820Z.",,C172,3.0,1.0,2/25/2026,2/25/2026,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200906/pdf,https://www.google.com/search?tbm=isch&q=N61657+aircraft,https://www.google.com/search?tbm=isch&q=Cessna+172,No
9/2/2025,2025-08-31T22:00:00Z,8/31/2025,2200Z,COAL CREEK,AK,,ENA FSS,N5267X,CHAMPION 7GCBC,N5267X,Landing/Approach,,2,,Substantial,Yes,14.0,1.0,ENA FSS,"[{""title"": ""Aviation Safety Network entry for N5267X (Citabria forced landing)"", ""url"": ""https://aviation-safety.net/wikibase/542453"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}]","[{""title"": ""NTSB Aviation Investigation Notification (ANC25LA100) – N5267X"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200961/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-08-31""}, {""title"": ""FAA Aircraft Registry entry for N5267X"", ""url"": ""https://registry.faa.gov/AircraftInquiry/Search/NNumberResult?nNumberTxt=N5267X"", ""publisher"": ""FAA Registry""}]",https://www.google.com/search?tbm=isch&q=N5267X+aircraft,actual_search,"COAL CREEK, AK, (ENA FSS), N5267X, CHAMPION 7GCBC. N5267X encountered a downdraft that caused a forced landing on a mountain. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. 8/31/2025 2200Z.",CHAMPION 7GCBC,CHAMPION 7GCBC,1.0,1.0,2/25/2026,2/25/2026,ANC25LA100,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200961/pdf,https://www.google.com/search?tbm=isch&q=N5267X+aircraft,https://www.google.com/search?tbm=isch&q=CHAMPION+7GCBC+aircraft,No
9/2/2025,2025-08-31T23:12:00Z,8/31/2025,2312Z,ALTA,UT,,FSOC FSS,N1147X,PA-28R,N1147X,,,2,1-Fatal,Unknown,Yes,15.0,1.0,FSOC FSS,"[{""title"": ""Aviation Safety Network entry for N1147X (Piper PA-28R-200 accident near Alta, UT)"", ""url"": ""https://aviation-safety.net/wikibase/541725"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}]","[{""title"": ""NTSB Preliminary Report (WPR25FA269) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200911/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-08-31""}]",https://www.google.com/search?tbm=isch&q=N1147X+aircraft,actual_search,"ALTA, UT, (FSOC FSS), N1147X, PA-28R. N1147X crashed near Alta, UT. One person was transported to the hospital with serious injuries. FAA Form 8020-9 was received. POB: 2, Injuries: 1-Fatal, 1- Serious, Damage: Unknown. 8/31/2025 2312Z.",PA-28R,PA-28R,1.0,1.0,2/25/2026,2/25/2026,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200911/pdf,https://www.google.com/search?tbm=isch&q=N1147X+aircraft,https://www.google.com/search?tbm=isch&q=Piper+PA-28R+Arrow,No
9/2/2025,2025-08-31T14:55:00Z,8/31/2025,1455Z,"RED, LODGE",MT,,FSOC FSS,N45254,N3N-3,N45254,,,2,2- Minor,Substantial,Yes,,,FSOC FSS,"[{""title"": ""Aviation Safety Network entry for N45254 (N3N-3 wirestrike near Red Lodge, MT)"", ""url"": ""https://aviation-safety.net/wikibase/541879"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-08-31""}, {""title"": ""KRTV: Small plane crashes near Red Lodge airport; 2 people taken to hospital"", ""url"": ""https://www.krtv.com/news/montana-and-regional-news/small-plane-crashes-near-red-lodge-airport-2-people-taken-to-hospital"", ""publisher"": ""KRTV"", ""date"": ""2025-08-31""}]","[{""title"": ""NTSB Final Report (WPR25LA271) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateFinalReport/200922/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-12-11""}]",https://www.google.com/search?tbm=isch&q=N45254+aircraft,actual_search,"RED, LODGE, MT, (FSOC FSS), N45254, N3N-3. N45254 was flying low when it struck a power line. The aircraft crashed at 620 19th Street. No damage to property or injuries to individuals on the ground. The aircraft occupants were transported to the Red Lodge Bear Tooth Hospital. FAA Form 8020-9 was received. POB: 2, Injuries: 2- Minor, Damage: Substantial. 8/31/2025 1455Z.",,N3N-3,2.0,1.0,2/25/2026,2/25/2026,WPR25LA271,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateFinalReport/200922/pdf,https://www.google.com/search?tbm=isch&q=N45254+aircraft,https://www.google.com/search?tbm=isch&q=Naval+Aircraft+Factory+N3N-3,No
9/2/2025,2025-09-01T17:52:00Z,9/1/2025,1752Z,SOUTH POCATELLO,ID,,WSC ROC,N1293F,C172,N1293F,Landing/Approach,,2,,Unknown,No,16.0,1.0,WSC ROC,[],[],https://www.google.com/search?tbm=isch&q=N1293F+aircraft,actual_search,"SOUTH POCATELLO, ID, (WSC ROC), N1293F, C172. N1293F flying VFR called ZLC with an emergency having engine issues. The aircraft landed south of PIH in a field. ZLC talked with pilot after landing. No damage or injuries reported. No FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 9/1/2025 1752Z. Page 2 FOR OFFICIAL USE ONLY 9/2/2025 (Public availability to be determined under Title 5 USC 552) UPDATE: None. MISCELLANEOUS: None. Page 3 FOR OFFICIAL USE ONLY 9/2/2025 (Public availability to be determined under Title 5 USC 552)",,C172,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N1293F+aircraft,https://www.google.com/search?tbm=isch&q=Cessna+172,No
9/2/2025,2025-09-01T19:30:00Z,9/1/2025,1930Z,WILLOW,AK,,ENA FSS,N2996C,C182,N2996C,Ground/Taxi,Gear-up landing,2,,Substantial,Yes,17.0,1.0,ENA FSS,[],[],https://www.google.com/search?tbm=isch&q=N2996C+aircraft,actual_search,"WILLOW, AK, (ENA FSS), N2996C, C182. N2996C was departing from Deshka Lodge to FAI when the aircraft struck a pothole, causing it to dip and invert followed by nosing over. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Substantial. 9/1/2025 1930Z. Page 1 FOR OFFICIAL USE ONLY 9/2/2025 (Public availability to be determined under Title 5 USC 552)",,C182,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N2996C+aircraft,https://www.google.com/search?tbm=isch&q=C182+aircraft,No
9/2/2025,2025-09-02T04:12:00Z,9/2/2025,0412Z,SAN FRANCISCO,,SFO,ENA FSS,UAL1871 (N2623),B737-800,NONE,Ground/Taxi,Ground collision,Unknown,,Substantial,Yes,,,ENA FSS | SFO,"[{""title"": ""ABC7: 2 United Airlines planes touch tails at SFO"", ""url"": ""https://abc7news.com/post/collision-between-2-united-airlines-planes-san-francisco-international-airport-causes-damage-wing/17722367/"", ""publisher"": ""ABC7 News"", ""date"": ""2025-09-02""}, {""title"": ""Aviation Safety Network incident entry for UA1871/UA796 SFO ground contact"", ""url"": ""https://aviation-safety.net/wikibase/542544"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-01""}, {""title"": ""Simple Flying: FAA investigating after 2 United 737s collide at SFO"", ""url"": ""https://simpleflying.com/faa-investigating-two-united-boeing-737s-collide-sfo/"", ""publisher"": ""Simple Flying"", ""date"": ""2025-09-04""}]",[],https://www.google.com/search?tbm=isch&q=Boeing+737-800,generic_search,"SAN FRANCISCO (SFO), UAL1871, B738. UAL1871 was pushed onto the ramp from Gate D16. The pilot reported to ground control that they may have pushed into another aircraft. Airfield ops and the fire department were called to the scene and confirmed that they had pushed back into an aircraft in Gate E5, UAL769, which was proposed to depart but had not yet pushed from the gate. No injuries were reported; however, the aircraft were pulled back into the gate, and both aircraft deboarded. It was reported to the tower from airfield ops that UAL1871 had a bent horizontal stabilizer and that UAL769 had damaged the exhaust column. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Substantial. 9/2/2025 0412Z.",UAL1871,B738,3.0,0.0,2/25/2026,2/25/2026,,,,https://www.google.com/search?tbm=isch&q=Boeing+737-800,No
9/2/2025,2025-08-30T06:05:00Z,8/30/2025,0605Z,"MERRILL FIELD, ANCHORAGE",AK,MRI,ENA FSS,N6397V,C177,N6397V,Landing/Approach,Gear-up landing,2,,Minor,Yes,,,ENA FSS | MRI,[],[],https://www.google.com/search?tbm=isch&q=N6397V+aircraft,actual_search,"MERRILL FIELD, ANCHORAGE, AK, (A11), (MRI), N6397V, C177. N6397V landed with the gear up on RWY26. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Minor. 8/30/2025 0605Z.",(A11),C177,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N6397V+aircraft,https://www.google.com/search?tbm=isch&q=C177+aircraft,No
9/2/2025,2025-08-31T14:22:00Z,8/31/2025,1422Z,DENVER,CO,DEN,ENA FSS,ACA1038,BCS3,NONE,Enroute,Emergency,124,2- Unknown,Unknown,Yes,,,ENA FSS | DEN,[],[],https://www.google.com/search?tbm=isch&q=BCS3+aircraft,generic_search,"DENVER, CO (DEN), (Air Canada), ACA1038, BCS3. ACA1038 (DEN-CYYZ) IFR declared an emergency for a suspected electrical fire in the galley and returned to DEN. ACA1038 landed on RWY26 and began evacuating passengers via slides. There were two injuries reported, with one passenger being transported with a reported broken ankle. The two injured passengers were transported to the hospital. FAA Form 8020-9 was received. POB: 124, Injuries: 2- Unknown, Damage: Unknown. 8/31/2025 1422Z.",ACA1038,BCS3,0.0,0.0,2/25/2026,2/25/2026,,,,https://www.google.com/search?tbm=isch&q=BCS3+aircraft,No
9/2/2025,2025-08-29T16:15:00Z,8/29/2025,1615Z,RIVERSIDE,CA,RAL,ENA FSS,N8241A,PA32R,N8241A,Ground/Taxi,Prop strike,2,,Unknown,Yes,,,ENA FSS | RAL,[],[],https://www.google.com/search?tbm=isch&q=N8241A+aircraft,actual_search,"RIVERSIDE, CA (RAL), N8241A, PA32R. N8241A was on the ramp preparing to taxi for departure when the propeller struck a traffic cone sitting on the ramp. FAA Form 8020-9 was received. POB: 2, Injuries: None, Damage: Unknown. 8/29/2025 1615Z.",PA32R,PA32R,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N8241A+aircraft,https://www.google.com/search?tbm=isch&q=PA32R+aircraft,No
9/2/2025,2025-09-01T22:57:00Z,9/1/2025,2257Z,DAYTON,WY,ZLC,ZLC,N8307W,PA28,N8307W,,,4,"1-Fatal, 3- Serious",Unknown,Yes,18.0,1.0,ZLC,"[{""title"": ""Aviation Safety Network entry for N8307W (Piper PA-28-180 accident near Wolf, WY)"", ""url"": ""https://aviation-safety.net/wikibase/542040"", ""publisher"": ""Aviation Safety Network"", ""date"": ""2025-09-01""}]","[{""title"": ""NTSB Preliminary Report (ANC25FA098) PDF"", ""url"": ""https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200911/pdf"", ""publisher"": ""NTSB"", ""date"": ""2025-09-01""}]",https://www.google.com/search?tbm=isch&q=N8307W+aircraft,actual_search,"DAYTON, WY, (ZLC), N8307W, PA28. N8307W (SHR-BOI) VFR crashed near Sheridan County Airport (SHR). A fire was observed near the crash site. The aircraft was subject to an ALNOT issued by ZLC. FAA Form 8020-9 was received. POB: 4, Injuries: 1-Fatal, 3- Serious, Damage: Unknown. 9/1/2025 2257Z.",PA28,PA28,1.0,1.0,2/25/2026,2/25/2026,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200911/pdf,https://www.google.com/search?tbm=isch&q=N8307W+aircraft,https://www.google.com/search?tbm=isch&q=Piper+PA-28+Cherokee,No
9/3/2025,2025-09-02T04:12:00Z,9/2/2025,0412Z,SAN FRANCISCO,CA,SFO,,UAL1074 (N17594),B39M,N17594; N2623,Ground/Taxi,Ground collision,Unknown,,Unknown,Yes,19.0,1.0,SFO | UAL1074,[],[],https://www.google.com/search?tbm=isch&q=N17594+aircraft,actual_search,"SAN FRANCISCO, CA, (SFO), (UAL1074), N17594 (B39M). UAL1871 (N2623, a B737-800) was being towed from Gate D16 and struck UAL1074â€™s (originally reported callsign of UAL796) APU while at Gate E5 and UAL1871's horizontal stabilizer. Both aircraft returned to assigned gates, and both aircraft deplaned normally. FAA Form 8020-9 was received. POB: Unknown, Injuries: None, Damage: Unknown. 9/2/2025 0412Z.",(UAL1074),N17594 (B39M,0.0,0.0,2/25/2026,2/25/2026,,,https://www.google.com/search?tbm=isch&q=N17594+aircraft,https://www.google.com/search?tbm=isch&q=N17594+%28B39M+aircraft,No
